thing,ts,prop_odometer,prop_rpm,prop_speed,prop_speed_limit_delta,prop_tripmiles,prop_fuelecon,prop_fuellevel,loc_lat,loc_lng,loc_heading,loc_speed,loc_corrId,loc_streetNumber,loc_street,loc_city,loc_state,loc_zipCode,loc_country,attr_vin,attr_fueltank,attr_m2x_deviceid,attr_phoneno
352054052517829,1.425234997665E9,2704.0,659.0,33.0,-14.0,4.0,16.0,74.9,26.3688,-80.13642,0.0,0.0,,,2499 Glades Rd,Boca Raton,FL,33431-7201,US,null,14.5,null,null
352054052517829,1.425234868134E9,2703.0,1899.0,33.0,-12.0,4.0,10.0,74.0,26.36825,-80.12569,270.2,33.0,,,2263 Glades Rd,Boca Raton,FL,33431-7313,US,null,14.5,null,null
352054052517829,1.425235167905E9,2705.0,959.0,37.0,-8.0,4.0,21.0,64.5,26.36875,-80.15949,269.8,33.0,,,Glades Rd,Boca Raton,FL,33434,US,null,14.5,null,null
352054052517829,1.425235468065E9,2707.0,1042.0,20.0,-9.0,4.0,24.0,75.8,26.36795,-80.19235,269.2,20.0,,,9325 Glades Rd,Boca Raton,FL,33434-3907,US,null,14.5,null,null
352054052517829,1.425235228198E9,2706.0,670.0,0.0,-2.0,4.0,21.0,83.4,26.36803,-80.16886,0.0,0.0,,,Glades Rd,Boca Raton,FL,33434,US,null,14.5,null,null
352054052517829,1.425235378998E9,2706.0,1283.0,41.0,-4.0,4.0,23.0,71.2,26.36802,-80.18,270.0,41.0,,,8525 Glades Rd,Boca Raton,FL,33434,US,null,14.5,null,null
352054052517829,1.425234687904E9,2702.0,670.0,0.0,0.0,4.0,1.0,68.5,26.36654,-80.11475,0.0,0.0,,,1696 NW 15th Ave,Boca Raton,FL,33486-1139,US,null,14.5,null,null
352054052517829,1.425235077945E9,2704.0,660.0,0.0,-15.0,4.0,18.0,71.5,26.36889,-80.1447,0.0,0.0,,,6387 Glades Rd,Boca Raton,FL,33434,US,null,14.5,null,null
352054052517829,1.425235887968E9,2707.0,755.0,0.0,-25.0,4.0,21.0,70.6,26.36768,-80.1929,187.9,2.0,,,20807 Boca Ridge Dr W,Boca Raton,FL,33428,US,null,14.5,null,null
352054052517829,1.425234567924E9,2702.0,708.0,0.0,0.0,4.0,0.0,75.2,26.36654,-80.11475,0.0,0.0,,,1696 NW 15th Ave,Boca Raton,FL,33486-1139,US,null,14.5,null,null
352054052517829,1.425235738847E9,2707.0,766.0,0.0,-25.0,4.0,22.0,70.6,26.36768,-80.1929,187.9,2.0,,,20807 Boca Ridge Dr W,Boca Raton,FL,33428,US,null,14.5,null,null
352054052517829,1.42523591858E9,2707.0,763.0,0.0,-25.0,4.0,21.0,70.4,26.36768,-80.1929,187.9,2.0,,,20807 Boca Ridge Dr W,Boca Raton,FL,33428,US,null,14.5,null,null
352054052517829,1.425234748122E9,2702.0,2146.0,26.0,-19.0,4.0,5.0,63.6,26.36824,-80.11703,279.4,26.0,,,Glades Rd,Boca Raton,FL,33431,US,null,14.5,null,null
352054052517829,1.425234779171E9,2703.0,1609.0,40.0,-5.0,4.0,5.0,68.2,26.36834,-80.11777,277.5,31.0,,,Glades Rd,Boca Raton,FL,33431,US,null,14.5,null,null
352054052517829,1.425234778695E9,2702.0,2146.0,31.0,-19.0,4.0,5.0,63.6,26.36824,-80.11703,279.4,26.0,,,Glades Rd,Boca Raton,FL,33431,US,null,14.5,null,null
352054052517829,1.425235258329E9,2706.0,658.0,0.0,-2.0,4.0,22.0,73.2,26.36803,-80.16886,0.0,0.0,,,Glades Rd,Boca Raton,FL,33434,US,null,14.5,null,null
352054052517829,1.425234998025E9,2704.0,1810.0,33.0,-12.0,4.0,16.0,67.7,26.36886,-80.13802,272.0,33.0,,,6019 Glades Rd,Boca Raton,FL,33434,US,null,14.5,null,null
352054052517829,1.425235018099E9,2704.0,675.0,0.0,-15.0,4.0,18.0,74.4,26.36889,-80.1447,0.0,0.0,,,6387 Glades Rd,Boca Raton,FL,33434,US,null,14.5,null,null
352054052517829,1.425235408165E9,2707.0,1283.0,14.0,-4.0,4.0,23.0,71.2,26.368,-80.18511,269.9,14.0,,,Glades Rd,Boca Raton,FL,33434,US,null,14.5,null,null
352054052517829,1.425234837944E9,2703.0,665.0,33.0,-5.0,4.0,10.0,77.2,26.36824,-80.12406,0.0,0.0,,,2151 Glades Rd,Boca Raton,FL,33431,US,null,14.5,null,null
352054052517829,1.425234418089E9,2702.0,973.0,0.0,0.0,4.0,0.0,75.2,26.36654,-80.11475,0.0,0.0,,,1696 NW 15th Ave,Boca Raton,FL,33486-1139,US,null,14.5,null,null
352054052517829,1.425235408381E9,2707.0,1016.0,14.0,-31.0,4.0,24.0,74.0,26.368,-80.18511,269.9,14.0,,,Glades Rd,Boca Raton,FL,33434,US,null,14.5,null,null
352054052517829,1.42523507801E9,2704.0,660.0,34.0,-15.0,4.0,18.0,65.8,26.36888,-80.14616,269.0,34.0,,,6537 Glades Rd,Boca Raton,FL,33434,US,null,14.5,null,null
352054052517829,1.425235228267E9,2706.0,670.0,0.0,-2.0,4.0,22.0,83.4,26.36803,-80.16886,0.0,0.0,,,Glades Rd,Boca Raton,FL,33434,US,null,14.5,null,null
352054052517829,1.425235559187E9,2707.0,631.0,2.0,-25.0,4.0,24.0,73.3,26.36795,-80.19235,269.2,20.0,,,9325 Glades Rd,Boca Raton,FL,33434-3907,US,null,14.5,null,null
352054052517829,1.425235648076E9,2707.0,747.0,0.0,-25.0,4.0,23.0,70.5,26.36768,-80.1929,187.9,2.0,,,20807 Boca Ridge Dr W,Boca Raton,FL,33428,US,null,14.5,null,null
352054052517829,1.425235408165E9,2707.0,1016.0,14.0,-31.0,4.0,23.0,71.2,26.368,-80.18511,269.9,14.0,,,Glades Rd,Boca Raton,FL,33434,US,null,14.5,null,null
352054052517829,1.42523514121E9,2705.0,1736.0,37.0,-4.0,4.0,19.0,72.8,26.3688,-80.15142,269.0,41.0,,,7051 Glades Rd,Boca Raton,FL,33434,US,null,14.5,null,null
352054052517829,1.425234387822E9,2702.0,0.0,0.0,0.0,4.0,0.0,72.9,26.36654,-80.11475,0.0,0.0,,,1696 NW 15th Ave,Boca Raton,FL,33486-1139,US,null,14.5,null,null
352054052517829,1.425234627844E9,2702.0,722.0,0.0,0.0,4.0,0.0,73.6,26.36654,-80.11475,0.0,0.0,,,1696 NW 15th Ave,Boca Raton,FL,33486-1139,US,null,14.5,null,null
352054052517829,1.42523531935E9,2706.0,1530.0,30.0,-15.0,4.0,21.0,66.4,26.36806,-80.16961,270.5,30.0,,,Glades Rd,Boca Raton,FL,33434,US,null,14.5,null,null
352054052517829,1.425235349188E9,2706.0,1685.0,40.0,-12.0,4.0,21.0,66.4,26.36805,-80.17059,269.9,33.0,,,Glades Rd,Boca Raton,FL,33434,US,null,14.5,null,null
352054052517829,1.425234999006E9,2704.0,1810.0,30.0,-12.0,4.0,16.0,67.7,26.36886,-80.13802,272.0,33.0,,,6019 Glades Rd,Boca Raton,FL,33434,US,null,14.5,null,null
352054052517829,1.425234719077E9,2702.0,668.0,0.0,-26.0,4.0,5.0,68.5,26.3675,-80.11478,6.1,16.0,,,Glades Rd,Boca Raton,FL,33431,US,null,14.5,null,null
359138032653805,1.425235132156E9,3161.0,0.0,0.0,-11.0,2.0,0.0,null,26.47152,-81.77293,0.0,0.0,,,18630 Verona Lago Dr,Miromar Lakes,FL,33913-8901,US,0,15,null,null
352054052517829,1.425235467913E9,2707.0,1543.0,36.0,-9.0,4.0,24.0,66.0,26.368,-80.1878,269.9,36.0,,,9033 Glades Rd,Boca Raton,FL,33434-3901,US,null,14.5,null,null
352054052517829,1.42523480821E9,2703.0,665.0,0.0,-5.0,4.0,9.0,77.2,26.36824,-80.12406,0.0,0.0,,,2151 Glades Rd,Boca Raton,FL,33431,US,null,14.5,null,null
352054052517829,1.425235468043E9,2707.0,1543.0,20.0,-9.0,4.0,24.0,75.8,26.36795,-80.19235,269.2,20.0,,,9325 Glades Rd,Boca Raton,FL,33434-3907,US,null,14.5,null,null
352054052517829,1.425235198008E9,2705.0,1821.0,43.0,-12.0,4.0,20.0,64.5,26.36875,-80.15949,269.8,33.0,,,Glades Rd,Boca Raton,FL,33434,US,null,14.5,null,null
352054052517829,1.425235108178E9,2704.0,1736.0,41.0,-4.0,4.0,19.0,65.8,26.36888,-80.14616,269.0,34.0,,,6537 Glades Rd,Boca Raton,FL,33434,US,null,14.5,null,null
352054052517829,1.425234779246E9,2703.0,1609.0,40.0,-5.0,4.0,9.0,68.2,26.36835,-80.12166,267.0,40.0,,,1975 Glades Rd,Boca Raton,FL,33431,US,null,14.5,null,null
352054052517829,1.425235107985E9,2704.0,1991.0,41.0,-11.0,4.0,17.0,65.8,26.36888,-80.14616,269.0,34.0,,,6537 Glades Rd,Boca Raton,FL,33434,US,null,14.5,null,null
352054052517829,1.425235048064E9,2704.0,675.0,0.0,-15.0,4.0,18.0,71.5,26.36889,-80.1447,0.0,0.0,,,6387 Glades Rd,Boca Raton,FL,33434,US,null,14.5,null,null
352054052517829,1.425234448503E9,2702.0,806.0,0.0,0.0,4.0,0.0,75.3,26.36654,-80.11475,0.0,0.0,,,1696 NW 15th Ave,Boca Raton,FL,33486-1139,US,null,14.5,null,null
352054052517829,1.425234598063E9,2702.0,722.0,0.0,0.0,4.0,0.0,73.6,26.36654,-80.11475,0.0,0.0,,,1696 NW 15th Ave,Boca Raton,FL,33486-1139,US,null,14.5,null,null
352054052517829,1.425235107985E9,2704.0,1736.0,41.0,-4.0,4.0,19.0,65.8,26.36888,-80.14616,269.0,34.0,,,6537 Glades Rd,Boca Raton,FL,33434,US,null,14.5,null,null
352054052517829,1.425235318107E9,2706.0,658.0,0.0,-2.0,4.0,22.0,73.2,26.36803,-80.16886,0.0,0.0,,,Glades Rd,Boca Raton,FL,33434,US,null,14.5,null,null
352054052517829,1.425235858128E9,2707.0,749.0,0.0,-25.0,4.0,21.0,70.5,26.36768,-80.1929,187.9,2.0,,,20807 Boca Ridge Dr W,Boca Raton,FL,33428,US,null,14.5,null,null
352054052517829,1.42523507801E9,2704.0,660.0,34.0,-15.0,4.0,18.0,65.8,26.36888,-80.14616,269.0,34.0,,,6537 Glades Rd,Boca Raton,FL,33434,US,null,14.5,null,null
352054052517829,1.425235559265E9,2707.0,728.0,2.0,-25.0,4.0,24.0,72.4,26.36768,-80.1929,187.9,2.0,,,20807 Boca Ridge Dr W,Boca Raton,FL,33428,US,null,14.5,null,null
352054052517829,1.425234897934E9,2703.0,1332.0,33.0,-12.0,4.0,13.0,70.7,26.36842,-80.13025,273.5,33.0,,,2333 Glades Rd,Boca Raton,FL,33431-7305,US,null,14.5,null,null
352054052517829,1.425235258327E9,2706.0,658.0,0.0,-2.0,4.0,22.0,73.2,26.36803,-80.16886,0.0,0.0,,,Glades Rd,Boca Raton,FL,33434,US,null,14.5,null,null
352054052517829,1.425235281735E9,2706.0,658.0,0.0,-2.0,4.0,22.0,73.2,26.36803,-80.16886,0.0,0.0,,,Glades Rd,Boca Raton,FL,33434,US,null,14.5,null,null
352054052517829,1.425234837943E9,2703.0,665.0,33.0,-5.0,4.0,10.0,77.2,26.36824,-80.12406,0.0,0.0,,,2151 Glades Rd,Boca Raton,FL,33431,US,null,14.5,null,null
352054052517829,1.425235588075E9,2707.0,728.0,2.0,-25.0,4.0,24.0,72.4,26.36768,-80.1929,187.9,2.0,,,20807 Boca Ridge Dr W,Boca Raton,FL,33428,US,null,14.5,null,null
352054052517829,1.425235078147E9,2704.0,1991.0,34.0,-11.0,4.0,17.0,65.8,26.36888,-80.14616,269.0,34.0,,,6537 Glades Rd,Boca Raton,FL,33434,US,null,14.5,null,null
352054052517829,1.425235588494E9,2707.0,761.0,0.0,-25.0,4.0,23.0,69.9,26.36768,-80.1929,187.9,2.0,,,20807 Boca Ridge Dr W,Boca Raton,FL,33428,US,null,14.5,null,null
352054052517829,1.425234508235E9,2702.0,776.0,0.0,0.0,4.0,0.0,75.6,26.36654,-80.11475,0.0,0.0,,,1696 NW 15th Ave,Boca Raton,FL,33486-1139,US,null,14.5,null,null
352054052517829,1.42523525824E9,2706.0,658.0,0.0,-2.0,4.0,22.0,83.4,26.36803,-80.16886,0.0,0.0,,,Glades Rd,Boca Raton,FL,33434,US,null,14.5,null,null
352054052517829,1.425235708129E9,2707.0,755.0,0.0,-25.0,4.0,22.0,70.5,26.36768,-80.1929,187.9,2.0,,,20807 Boca Ridge Dr W,Boca Raton,FL,33428,US,null,14.5,null,null
352054052517829,1.425234748017E9,2702.0,2146.0,26.0,-19.0,4.0,5.0,63.6,26.36824,-80.11703,279.4,26.0,,,Glades Rd,Boca Raton,FL,33431,US,null,14.5,null,null
352054052517829,1.425234778759E9,2702.0,2192.0,31.0,-14.0,4.0,5.0,63.6,26.36834,-80.11777,277.5,31.0,,,Glades Rd,Boca Raton,FL,33431,US,null,14.5,null,null
352054052517829,1.425235078082E9,2704.0,1991.0,34.0,-11.0,4.0,18.0,65.8,26.36888,-80.14616,269.0,34.0,,,6537 Glades Rd,Boca Raton,FL,33434,US,null,14.5,null,null
352054052517829,1.425235047886E9,2704.0,675.0,0.0,-15.0,4.0,18.0,74.4,26.36889,-80.1447,0.0,0.0,,,6387 Glades Rd,Boca Raton,FL,33434,US,null,14.5,null,null
352054052517829,1.425234657851E9,2702.0,670.0,0.0,0.0,4.0,1.0,76.9,26.36654,-80.11475,0.0,0.0,,,1696 NW 15th Ave,Boca Raton,FL,33486-1139,US,null,14.5,null,null
352054052517829,1.425234627913E9,2702.0,683.0,0.0,0.0,4.0,0.0,76.9,26.36654,-80.11475,0.0,0.0,,,1696 NW 15th Ave,Boca Raton,FL,33486-1139,US,null,14.5,null,null
352054052517829,1.42523567857E9,2707.0,755.0,0.0,-25.0,4.0,23.0,70.4,26.36768,-80.1929,187.9,2.0,,,20807 Boca Ridge Dr W,Boca Raton,FL,33428,US,null,14.5,null,null
352054052517829,1.425234643809E9,2702.0,683.0,11.0,0.0,4.0,0.0,76.9,26.36654,-80.11475,0.0,0.0,,,1696 NW 15th Ave,Boca Raton,FL,33486-1139,US,null,14.5,null,null
352054052517829,1.425234447907E9,2702.0,878.0,0.0,0.0,4.0,0.0,75.3,26.36654,-80.11475,0.0,0.0,,,1696 NW 15th Ave,Boca Raton,FL,33486-1139,US,null,14.5,null,null
352054052517829,1.425235558032E9,2707.0,697.0,2.0,-25.0,4.0,24.0,73.3,26.36795,-80.19235,269.2,20.0,,,9325 Glades Rd,Boca Raton,FL,33434-3907,US,null,14.5,null,null
352054052517829,1.425234898496E9,2703.0,995.0,31.0,-14.0,4.0,16.0,70.7,26.36872,-80.13447,274.0,31.0,,,2475 Glades Rd,Boca Raton,FL,33431-7256,US,null,14.5,null,null
352054052517829,1.425235738563E9,2707.0,766.0,0.0,-25.0,4.0,22.0,70.5,26.36768,-80.1929,187.9,2.0,,,20807 Boca Ridge Dr W,Boca Raton,FL,33428,US,null,14.5,null,null
352054052517829,1.425235141325E9,2705.0,959.0,37.0,-8.0,4.0,21.0,73.5,26.36876,-80.15704,269.5,37.0,,,7595 Glades Rd,Boca Raton,FL,33434,US,null,14.5,null,null
352054052517829,1.425235918226E9,2707.0,763.0,0.0,-25.0,4.0,21.0,70.4,26.36768,-80.1929,187.9,2.0,,,20807 Boca Ridge Dr W,Boca Raton,FL,33428,US,null,14.5,null,null
352054052517829,1.425235468043E9,2707.0,1042.0,20.0,-25.0,4.0,25.0,75.8,26.36795,-80.19235,269.2,20.0,,,9325 Glades Rd,Boca Raton,FL,33434-3907,US,null,14.5,null,null
352054052517829,1.425235918107E9,2707.0,794.0,0.0,-25.0,4.0,21.0,70.5,26.36768,-80.1929,187.9,2.0,,,20807 Boca Ridge Dr W,Boca Raton,FL,33428,US,null,14.5,null,null
352054052517829,1.425235498154E9,2707.0,662.0,0.0,-25.0,4.0,25.0,73.5,26.36795,-80.19235,269.2,20.0,,,9325 Glades Rd,Boca Raton,FL,33434-3907,US,null,14.5,null,null
352054052517829,1.425235438073E9,2707.0,1543.0,36.0,-31.0,4.0,24.0,66.0,26.368,-80.1878,269.9,36.0,,,9033 Glades Rd,Boca Raton,FL,33434-3901,US,null,14.5,null,null
352054052517829,1.425234418181E9,2702.0,878.0,0.0,0.0,4.0,0.0,75.3,26.36654,-80.11475,0.0,0.0,,,1696 NW 15th Ave,Boca Raton,FL,33486-1139,US,null,14.5,null,null
352054052517829,1.425234418089E9,2702.0,973.0,0.0,0.0,4.0,0.0,75.2,26.36654,-80.11475,0.0,0.0,,,1696 NW 15th Ave,Boca Raton,FL,33486-1139,US,null,14.5,null,null
352054052517829,1.425235378992E9,2706.0,1283.0,41.0,-4.0,4.0,22.0,71.2,26.36802,-80.18,270.0,41.0,,,8525 Glades Rd,Boca Raton,FL,33434,US,null,14.5,null,null
352054052517829,1.425235167891E9,2705.0,959.0,37.0,-8.0,4.0,21.0,73.5,26.36876,-80.15704,269.5,37.0,,,7595 Glades Rd,Boca Raton,FL,33434,US,null,14.5,null,null
352054052517829,1.425234719614E9,2702.0,668.0,0.0,-26.0,4.0,5.0,74.7,26.36812,-80.11631,0.0,0.0,,,Glades Rd,Boca Raton,FL,33431,US,null,14.5,null,null
352054052517829,1.42523588797E9,2707.0,755.0,0.0,-25.0,4.0,21.0,70.6,26.36768,-80.1929,187.9,2.0,,,20807 Boca Ridge Dr W,Boca Raton,FL,33428,US,null,14.5,null,null
352054052517829,1.425234508265E9,2702.0,765.0,0.0,0.0,4.0,0.0,75.6,26.36654,-80.11475,0.0,0.0,,,1696 NW 15th Ave,Boca Raton,FL,33486-1139,US,null,14.5,null,null
352054052517829,1.425234808144E9,2703.0,1609.0,0.0,-5.0,4.0,9.0,77.2,26.36824,-80.12406,0.0,0.0,,,2151 Glades Rd,Boca Raton,FL,33431,US,null,14.5,null,null
352054052517829,1.425235498152E9,2707.0,662.0,0.0,-25.0,4.0,25.0,73.5,26.36795,-80.19235,269.2,20.0,,,9325 Glades Rd,Boca Raton,FL,33434-3907,US,null,14.5,null,null
352054052517829,1.425235858127E9,2707.0,749.0,0.0,-25.0,4.0,21.0,70.5,26.36768,-80.1929,187.9,2.0,,,20807 Boca Ridge Dr W,Boca Raton,FL,33428,US,null,14.5,null,null
352054052517829,1.425234387831E9,2702.0,973.0,0.0,0.0,4.0,0.0,75.2,26.36654,-80.11475,0.0,0.0,,,1696 NW 15th Ave,Boca Raton,FL,33486-1139,US,null,14.5,null,null
352054052517829,1.425234997739E9,2704.0,1810.0,33.0,-12.0,4.0,16.0,67.7,26.36886,-80.13802,272.0,33.0,,,6019 Glades Rd,Boca Raton,FL,33434,US,null,14.5,null,null
352054052517829,1.425235048368E9,2704.0,660.0,0.0,-15.0,4.0,18.0,71.5,26.36889,-80.1447,0.0,0.0,,,6387 Glades Rd,Boca Raton,FL,33434,US,null,14.5,null,null
352054052517829,1.425235281802E9,2706.0,658.0,0.0,-2.0,4.0,22.0,73.2,26.36803,-80.16886,0.0,0.0,,,Glades Rd,Boca Raton,FL,33434,US,null,14.5,null,null
352054052517829,1.425234448497E9,2702.0,806.0,0.0,0.0,4.0,0.0,75.3,26.36654,-80.11475,0.0,0.0,,,1696 NW 15th Ave,Boca Raton,FL,33486-1139,US,null,14.5,null,null
352054052517829,1.425234627962E9,2702.0,683.0,0.0,0.0,4.0,0.0,76.9,26.36654,-80.11475,0.0,0.0,,,1696 NW 15th Ave,Boca Raton,FL,33486-1139,US,null,14.5,null,null
352054052517829,1.425235348116E9,2706.0,1444.0,33.0,-15.0,4.0,21.0,66.4,26.36806,-80.16961,270.5,30.0,,,Glades Rd,Boca Raton,FL,33434,US,null,14.5,null,null
